,name,text
758,Vertex Bifacial Dual Glass Moncosrystalline Module   640  665 Watt 645W,name: Vertex Bifacial Dual Glass Moncosrystalline Module   640  665 Watt 645W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 2384 x 1303 x 35mm; Number of cells: 132.0; Application: Commercial; minimum wattage: 645.0; weight: 38.7; product url: [Vertex Bifacial Dual Glass Moncosrystalline Module  - 640 - 665 Watt (645W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-vertex-bifacial-dual-glass-moncosrystalline-module-640-665-watt-645w-)
759,Mono 395W MBB HalfCell Module  370  395 Watt 370W,name: Mono 395W MBB HalfCell Module  370  395 Watt 370W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1769 x 1052 x 35mm; Number of cells: 120.0; Application: Residential; minimum wattage: 370.0; weight: 20.2; product url: [Mono 395W MBB Half-Cell Module - 370 - 395 Watt (370W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-395w-mbb-half-cell-module-370-395-watt-370w-)
760,RSM1208580M605M   580  605 Watt 585W Steel,name: RSM1208580M605M   580  605 Watt 585W Steel; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 585.0; weight: 32.0; product url: [RSM120-8-580M-605M -  580 - 605 Watt (585W) Steel](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm120-8-580m-605m-580-605-watt-585w-steel)
761,HiKu7 640  670 Watt Monocrystalline PERC  650W,name: HiKu7 640  670 Watt Monocrystalline PERC  650W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 2384 x 1303 x 35mm; Number of cells: 132.0; Application: Commercial; minimum wattage: 650.0; weight: 15.6; product url: [HiKu7. 640 - 670 Watt. Monocrystalline PERC.  (650W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku7-640-670-watt-monocrystalline-perc-650w-)
762,QPEAK DUO  BLKG10+ SERIES  350  370 Watt 360W,name: QPEAK DUO  BLKG10+ SERIES  350  370 Watt 360W; Manufacturer (Brand): Q Cells; Cell Type: Monocrystalline; Cell Dimensions: 1717 x 1045 x 32mm; Number of cells: 120.0; Application: Residential; minimum wattage: 360.0; weight: 19.9; product url: [Q.PEAK DUO  BLK-G10+ SERIES - 350 - 370 Watt (360W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-q-peak-duo-blk-g10-series-350-370-watt-360w-)
763,LG NeON R Prime 60 Cell  Monocrystalline  355  375 Watt 375W,name: LG NeON R Prime 60 Cell  Monocrystalline  355  375 Watt 375W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 1700 x 1016 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 375.0; weight: 17.5; product url: [LG NeON R Prime 60 Cell  Monocrystalline - 355 - 375 Watt (375W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-r-prime-60-cell-monocrystalline-355-375-watt-375w-)
764,Polycrystalline solar modules  PENTA  265  280 Watt 280W,name: Polycrystalline solar modules  PENTA  265  280 Watt 280W; Manufacturer (Brand): Astronergy; Cell Type: Polycrystalline; Cell Dimensions: 1654 x 989 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 280.0; weight: 18.2; product url: [Polycrystalline solar modules - PENTA - 265 - 280 Watt (280W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-polycrystalline-solar-modules-penta-265-280-watt-280w-)
765,LG NeON R Prime 60 Cell  Monocrystalline  355  375 Watt 365W,name: LG NeON R Prime 60 Cell  Monocrystalline  355  375 Watt 365W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 1700 x 1016 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 365.0; weight: 17.5; product url: [LG NeON R Prime 60 Cell  Monocrystalline - 355 - 375 Watt (365W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-r-prime-60-cell-monocrystalline-355-375-watt-365w-)
766,LONGi HiMOLR460HPB360M,name: LONGi HiMOLR460HPB360M; Manufacturer (Brand): LONGi; Cell Type: nan; Cell Dimensions: 1755 x 1038 x 35mm; Number of cells: 120.0; Application: Residential; minimum wattage: 360.0; weight: 19.5; product url: [LONGi Hi-MO-LR4-60HPB-360M](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-longi-hi-mo-360w-black-solar-panel)
767,LR672HPH  365385 Watt 370W,name: LR672HPH  365385 Watt 370W; Manufacturer (Brand): LONGi; Cell Type: nan; Cell Dimensions: 2004 x 996 x 35mm; Number of cells: 144.0; Application: Residential; minimum wattage: 370.0; weight: 23.0; product url: [LR6-72HPH - 365-385 Watt (370W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lr6-72hph-365-385-watt-370w-)
768,Deep Blue 30  JAM72D30  525 550 Watt 525W,name: Deep Blue 30  JAM72D30  525 550 Watt 525W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2278 x 1134 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 525.0; weight: 31.8; product url: [Deep Blue 3.0 - JAM72D30 - 525 -550 Watt (525W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-3-0-jam72d30-525-550-watt-525w-)
769,Monocrystalline high power solar module  PENTA+ Premium 295  310 Watt 305W,name: Monocrystalline high power solar module  PENTA+ Premium 295  310 Watt 305W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline PERC; Cell Dimensions: 1654 x 989 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 305.0; weight: 18.2; product url: [Monocrystalline high power solar module - PENTA+ Premium- 295 - 310 Watt (305W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-high-power-solar-module-penta-premium-295-310-watt-305w-)
770,Tiger NType 60TR 355375 Watt MonoFacial All Black 370W,name: Tiger NType 60TR 355375 Watt MonoFacial All Black 370W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 1692 x 1029 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 370.0; weight: 8.62; product url: [Tiger N-Type 60TR. 355-375 Watt. Mono-Facial. All Black. (370W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-n-type-60tr-355-375-watt-mono-facial-all-black-370w-)
771,Tiger NType 60TR 360380 Watt MonoFacial Module 360W,name: Tiger NType 60TR 360380 Watt MonoFacial Module 360W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 1692 x 1029 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 360.0; weight: 8.62; product url: [Tiger N-Type 60TR. 360-380 Watt. Mono-Facial Module. (360W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-n-type-60tr-360-380-watt-mono-facial-module-360w-)
772,RSM1208580M605M   580  605 Watt 605W,name: RSM1208580M605M   580  605 Watt 605W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 605.0; weight: 30.0; product url: [RSM120-8-580M-605M -  580 - 605 Watt (605W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm120-8-580m-605m-580-605-watt-605w-)
773,LG NeON 2 60 Cell  Monocrystalline  340  370  345W,name: LG NeON 2 60 Cell  Monocrystalline  340  370  345W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 1686 x 1016 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 345.0; weight: 17.1; product url: [LG NeON 2 60 Cell - Monocrystalline - 340 - 370  (345W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-2-60-cell-monocrystalline-340-370-345w-)
774,Duomax BIFACIAL DUAL GLASS 144 CELL MULTI BUSBAR MODULE  390415 Watt 395W,name: Duomax BIFACIAL DUAL GLASS 144 CELL MULTI BUSBAR MODULE  390415 Watt 395W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 2024 x 1002 x 30mm; Number of cells: 144.0; Application: Residential; minimum wattage: 395.0; weight: 26.0; product url: [Duomax BIFACIAL DUAL GLASS 144 CELL MULTI BUSBAR MODULE - 390-415 Watt (395W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-duomax-bifacial-dual-glass-144-cell-multi-busbar-module-390-415-watt-395w-)
775,HiMO 4m  445  465 Watt 445W,name: HiMO 4m  445  465 Watt 445W; Manufacturer (Brand): LONGi; Cell Type: nan; Cell Dimensions: 2094 x 1038 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 445.0; weight: 24.3; product url: [Hi-MO 4m - 445 - 465 Watt (445W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-4m-445-465-watt-445w-)
776,"RSM1328650M670M	 650  670 Watt 650W","name: RSM1328650M670M	 650  670 Watt 650W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2384 x 1303 x 35mm; Number of cells: 132.0; Application: Commercial; minimum wattage: 650.0; weight: 36.0; product url: [RSM132-8-650M-670M	- 650 - 670 Watt (650W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm132-8-650m-670m-650-670-watt-650w-)"
777,Deep Blue 40  JAM54D40  410  435 Watt 420W,name: Deep Blue 40  JAM54D40  410  435 Watt 420W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Commercial; minimum wattage: 420.0; weight: 21.5; product url: [Deep Blue 4.0 - JAM54D40 - 410 - 435 Watt (420W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-4-0-jam54d40-410-435-watt-420w-)
778,Tiger Pro 72HCBDVP 530550 Watt Bifacial Module with Dual Glass 530W,name: Tiger Pro 72HCBDVP 530550 Watt Bifacial Module with Dual Glass 530W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 2278 x 1134 x 30mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 530.0; weight: 14.51; product url: [Tiger Pro 72HC-BDVP. 530-550 Watt. Bifacial Module with Dual Glass (530W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-pro-72hc-bdvp-530-550-watt-bifacial-module-with-dual-glass-530w-)
779,HiKu7 580  610 Watt Monocrystalline PERC R Series 585W,name: HiKu7 580  610 Watt Monocrystalline PERC R Series 585W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 585.0; weight: 14.06; product url: [HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (585W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku7-580-610-watt-monocrystalline-perc-r-series-585w-)
780,"RSM1328650M670M	 650  670 Watt 660W","name: RSM1328650M670M	 650  670 Watt 660W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2384 x 1303 x 35mm; Number of cells: 132.0; Application: Commercial; minimum wattage: 660.0; weight: 36.0; product url: [RSM132-8-650M-670M	- 650 - 670 Watt (660W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm132-8-650m-670m-650-670-watt-660w-)"
781,HiMO 4m  365  385 Watt 365W,name: HiMO 4m  365  385 Watt 365W; Manufacturer (Brand): LONGi; Cell Type: nan; Cell Dimensions: 1755 x 1038 x 35mm; Number of cells: 120.0; Application: Residential; minimum wattage: 365.0; weight: 19.5; product url: [Hi-MO 4m - 365 - 385 Watt (365W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-4m-365-385-watt-365w-)
782,RSM1328645BMDG665BMDG  645  665 Watt 645W BMDG,name: RSM1328645BMDG665BMDG  645  665 Watt 645W BMDG; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2384 x 1303 x 35mm; Number of cells: 132.0; Application: Commercial; minimum wattage: 645.0; weight: 38.5; product url: [RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (645W) BMDG](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm132-8-645bmdg-665bmdg-645-665-watt-645w-bmdg)
783,RSM408390M415M  390  415 Watt 415W,name: RSM408390M415M  390  415 Watt 415W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 1754 x 1096 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 415.0; weight: 21.0; product url: [RSM40-8-390M-415M - 390 - 415 Watt (415W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm40-8-390m-415m-390-415-watt-415w-)
784,MULTIBUSBAR 120 HALFCELL BOB MODULE 310335 Watt 335W,name: MULTIBUSBAR 120 HALFCELL BOB MODULE 310335 Watt 335W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 1690 x 996 x 35mm; Number of cells: 120.0; Application: Residential; minimum wattage: 335.0; weight: 18.0; product url: [MULTI-BUSBAR 120 HALF-CELL BOB MODULE 310-335 Watt (335W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-multi-busbar-120-half-cell-bob-module-310-335-watt-335w-)
785,BiHiKu7 640670 Watt Bifacial Monocrystalline PERC  645W,name: BiHiKu7 640670 Watt Bifacial Monocrystalline PERC  645W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 2384 x 1303 x 33mm; Number of cells: 132.0; Application: Commercial; minimum wattage: 645.0; weight: 17.15; product url: [BiHiKu7. 640-670 Watt. Bifacial Monocrystalline PERC.  (645W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-bihiku7-640-670-watt-bifacial-monocrystalline-perc-645w-)
786,MULTIBUSBAR Monocrystalline PERC MODULE  355  380 Watt 360W,name: MULTIBUSBAR Monocrystalline PERC MODULE  355  380 Watt 360W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 1852 x 996 x 35mm; Number of cells: 132.0; Application: Residential; minimum wattage: 360.0; weight: 19.7; product url: [MULTI-BUSBAR Monocrystalline PERC MODULE - 355 - 380 Watt (360W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-multi-busbar-monocrystalline-perc-module-355-380-watt-360w-)
787,Mono 465W MBB Bifacial Monocrystalline PERC  440  465 Watt 465W,name: Mono 465W MBB Bifacial Monocrystalline PERC  440  465 Watt 465W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2117 x 1052 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 465.0; weight: 27.3; product url: [Mono 465W MBB Bifacial Monocrystalline PERC - 440 - 465 Watt (465W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-465w-mbb-bifacial-monocrystalline-perc-440-465-watt-465w-)
788,HiKu7 580  610 Watt Monocrystalline PERC R Series 610W,name: HiKu7 580  610 Watt Monocrystalline PERC R Series 610W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 610.0; weight: 14.06; product url: [HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (610W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku7-580-610-watt-monocrystalline-perc-r-series-610w-)
789,Tallmax FRAMED 144 HALFCELL MULTIBUSBAR MODULE  395  420 Watt 405W,name: Tallmax FRAMED 144 HALFCELL MULTIBUSBAR MODULE  395  420 Watt 405W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline PERC; Cell Dimensions: 2015 x 996 x 35mm; Number of cells: 144.0; Application: Residential; minimum wattage: 405.0; weight: 22.0; product url: [Tallmax FRAMED 144 HALF-CELL MULTI-BUSBAR MODULE - 395 - 420 Watt (405W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tallmax-framed-144-half-cell-multi-busbar-module-395-420-watt-405w-)
790,Monocrystalline high power solar module  PENTA+ Premium 290  305 Watt 305W,name: Monocrystalline high power solar module  PENTA+ Premium 290  305 Watt 305W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline PERC; Cell Dimensions: 1654 x 989 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 305.0; weight: 18.2; product url: [Monocrystalline high power solar module - PENTA+ Premium- 290 - 305 Watt (305W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-high-power-solar-module-penta-premium-290-305-watt-305w-)
791,Mono 465W MBB Bifacial Monocrystalline PERC  440  465 Watt 440W,name: Mono 465W MBB Bifacial Monocrystalline PERC  440  465 Watt 440W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2117 x 1052 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 440.0; weight: 27.3; product url: [Mono 465W MBB Bifacial Monocrystalline PERC - 440 - 465 Watt (440W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-465w-mbb-bifacial-monocrystalline-perc-440-465-watt-440w-)
792,Monocrystalline solar module  PENTA   270  285 Watt 275W,name: Monocrystalline solar module  PENTA   270  285 Watt 275W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1654 x 989 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 275.0; weight: 18.2; product url: [Monocrystalline solar module - PENTA -  270 - 285 Watt (275W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-solar-module-penta-270-285-watt-275w-)
793,Eagle 66TR G4 380400 Watt Tiling Ribbon Module  390W,name: Eagle 66TR G4 380400 Watt Tiling Ribbon Module  390W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 1855 x 1029 x 35mm; Number of cells: 132.0; Application: Residential; minimum wattage: 390.0; weight: 9.75; product url: [Eagle 66TR G4. 380-400 Watt. Tiling Ribbon Module.  (390W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-eagle-66tr-g4-380-400-watt-tiling-ribbon-module-390w-)
794,Monocrystalline PV Module  PENTA+ Premium  290  315 Watt 310W,name: Monocrystalline PV Module  PENTA+ Premium  290  315 Watt 310W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1650 x 992 x 35mm; Number of cells: nan; Application: Residential; minimum wattage: 310.0; weight: 18.4; product url: [Monocrystalline PV Module - PENTA+ Premium - 290 - 315 Watt (310W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-pv-module-penta-premium-290-315-watt-310w-)
795,Tiger Pro 54HC 400420 Watt MonoFacial Module  420W,name: Tiger Pro 54HC 400420 Watt MonoFacial Module  420W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Commercial; minimum wattage: 420.0; weight: 9.98; product url: [Tiger Pro 54HC. 400-420 Watt. Mono-Facial Module.  (420W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-pro-54hc-400-420-watt-mono-facial-module-420w-)
796,First Solar Series 6     430   460 Watt 430W,name: First Solar Series 6     430   460 Watt 430W; Manufacturer (Brand): First Solar; Cell Type: Thin-film; Cell Dimensions: 2009 x 1232 x 49mm; Number of cells: 264.0; Application: Commercial; minimum wattage: 430.0; weight: 34.5; product url: [First Solar Series 6    - 430 -  460 Watt (430W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-first-solar-series-6-430-460-watt-430w-)
797,RSM1208580M605M   580  605 Watt 580W,name: RSM1208580M605M   580  605 Watt 580W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 580.0; weight: 30.0; product url: [RSM120-8-580M-605M -  580 - 605 Watt (580W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm120-8-580m-605m-580-605-watt-580w-)
798,Duomax BIFACIAL DUAL GLASS 72LAYOUT MODULE  350  370 Watt 365W,name: Duomax BIFACIAL DUAL GLASS 72LAYOUT MODULE  350  370 Watt 365W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 2000 x 1000 x 25mm; Number of cells: 72.0; Application: Residential; minimum wattage: 365.0; weight: 31.0; product url: [Duomax BIFACIAL DUAL GLASS 72-LAYOUT MODULE - 350 - 370 Watt (365W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-duomax-bifacial-dual-glass-72-layout-module-350-370-watt-365w-)
799,Mono 375W MBB Halfcell Black Module  355375 Watt 370W,name: Mono 375W MBB Halfcell Black Module  355375 Watt 370W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1769 x 1052 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 370.0; weight: 20.2; product url: [Mono 375W MBB Half-cell Black Module - 355-375 Watt (370W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-375w-mbb-half-cell-black-module-355-375-watt-370w-)
800,REC Alpha Pure Series  390  410 Watt 405W,name: REC Alpha Pure Series  390  410 Watt 405W; Manufacturer (Brand): REC Solar; Cell Type: Half-Cell; Cell Dimensions: 1821 x 1016 x 30mm; Number of cells: 132.0; Application: Residential; minimum wattage: 405.0; weight: 20.5; product url: [REC Alpha Pure Series - 390 - 410 Watt (405W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rec-alpha-pure-series-390-410-watt-405w-)
801,DEEP BLUE 30  JAM54S30   395  420 Watt 405W,name: DEEP BLUE 30  JAM54S30   395  420 Watt 405W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Residential; minimum wattage: 405.0; weight: 21.5; product url: [DEEP BLUE 3.0 - JAM54S30  - 395 - 420 Watt (405W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-3-0-jam54s30-395-420-watt-405w-)
802,RSM1208580M605M   580  605 Watt 600W,name: RSM1208580M605M   580  605 Watt 600W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 600.0; weight: 30.0; product url: [RSM120-8-580M-605M -  580 - 605 Watt (600W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm120-8-580m-605m-580-605-watt-600w-)
803,Tiger Pro 60HC 440460 Watt MonoFacial Module 445W,name: Tiger Pro 60HC 440460 Watt MonoFacial Module 445W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 1903 x 1134 x 30mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 445.0; weight: 10.98; product url: [Tiger Pro 60HC. 440-460 Watt. Mono-Facial Module. (445W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-pro-60hc-440-460-watt-mono-facial-module-445w-)
804,LONGi HiMOLR554HPB405M,name: LONGi HiMOLR554HPB405M; Manufacturer (Brand): LONGi; Cell Type: nan; Cell Dimensions: nan x nan x nanmm; Number of cells: 106.0; Application: Residential; minimum wattage: 405.0; weight: 20.8; product url: [LONGi Hi-MO-LR5-54HPB-405M](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-longi-hi-mo-5m-405w)
805,LG NeON R ACe 60 Cell  60 Monocrystalline  375  385 Watt 385W,name: LG NeON R ACe 60 Cell  60 Monocrystalline  375  385 Watt 385W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 1700 x 1016 x 40mm; Number of cells: 66.0; Application: Residential; minimum wattage: 385.0; weight: 19.0; product url: [LG NeON R ACe 60 Cell - 60 Monocrystalline - 375 - 385 Watt (385W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-r-ace-60-cell-60-monocrystalline-375-385-watt-385w-)
806,Monocrystalline PV Module  PENTA+ Premium  290  310 Watt 295W,name: Monocrystalline PV Module  PENTA+ Premium  290  310 Watt 295W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1650 x 992 x 35mm; Number of cells: nan; Application: Residential; minimum wattage: 295.0; weight: 18.4; product url: [Monocrystalline PV Module - PENTA+ Premium - 290 - 310 Watt (295W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-pv-module-penta-premium-290-310-watt-295w-)
807,Monocrystalline solar module  PENTA   270  285 Watt 285W,name: Monocrystalline solar module  PENTA   270  285 Watt 285W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1654 x 989 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 285.0; weight: 18.2; product url: [Monocrystalline solar module - PENTA -  270 - 285 Watt (285W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-solar-module-penta-270-285-watt-285w-)
808,RSM1208580M605M   580  605 Watt 605W Steel,name: RSM1208580M605M   580  605 Watt 605W Steel; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 605.0; weight: 32.0; product url: [RSM120-8-580M-605M -  580 - 605 Watt (605W) Steel](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm120-8-580m-605m-580-605-watt-605w-steel)
809,First Solar Series 6     430   460 Watt 440W,name: First Solar Series 6     430   460 Watt 440W; Manufacturer (Brand): First Solar; Cell Type: Thin-film; Cell Dimensions: 2009 x 1232 x 49mm; Number of cells: 264.0; Application: Commercial; minimum wattage: 440.0; weight: 34.5; product url: [First Solar Series 6    - 430 -  460 Watt (440W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-first-solar-series-6-430-460-watt-440w-)
810,Mono 470W MBB HalfCell Module  445  470 Watt 460W,name: Mono 470W MBB HalfCell Module  445  470 Watt 460W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2112 x 1052 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 460.0; weight: 24.5; product url: [Mono 470W MBB Half-Cell Module - 445 - 470 Watt (460W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-470w-mbb-half-cell-module-445-470-watt-460w-)
